Horodateur,"En temps normal, à quelle fréquence utilisez-vous les transports en commun ?","En temps normal, à quelle(s) heure(s) utilisez-vous les transports en commun ?",Dans quel cadre prenez-vous majoritairement les transports en commun ?,Quels types de transports en commun utilisez-vous ?,Quel temps passez-vous en moyenne dans les transports en commun par jour ?,Ressentez-vous de l'insécurité en prenant les transports en commun ?,"Si oui,  à quelle(s) heure(s) ?",Avez-vous déjà été témoins de comportements correspondant à cette définition du harcèlement ?,Avez-vous déjà subi du harcèlement dans les transports en commun ?,"Si oui, est-ce-que cette expérience a entrainé un ou plusieurs changements de comportement de votre part ?","Si oui, avez-vous été victime de violences physiques en lien avec ce harcèlement ? ",Connaissez-vous le dispositif Alerte 3117 ?,"Si oui, l'avez-vous déjà utilisé ?",Pensez-vous que le dispositif Alerte 3117 soit une solution efficace dans les situations de harcèlement sexuel ou sexiste ?,Pourquoi ?,Connaissez-vous l'arrêt à la demande ?,"Si oui, l'avez-vous déjà utilisé ?",Pensez-vous que le dispositif d'arrêt à la demande soit une solution efficace pour éviter le harcèlement sexuel ou sexiste ?,Pourquoi ?,"Selon-vous, à quel point cette campagne de communication est-elle efficace pour lutter contre le harcèlement dans les transports en commun ?",Pourquoi ?,Quel est votre genre ?,Quel est votre âge ?,Quelle est votre catégorie socio-professionnelle ?,Dans quelle ville habitez-vous ?,
2022/01/27 7:21:42 PM UTC+1,Tous les jours,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Trains longue distance (intercités, TGV)",Plus de 2 heures,4,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,1,"Le temps de l’appel, l’harceleur a deja le temps de filer",Oui,Non,3,,2,,Féminin,18 - 25 ans,Étudiant·e,Paris,
2022/01/27 7:26:19 PM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 1 heure et 2 heures,5,Le soir (après 19h30),"Oui, une seule fois","Non, jamais",,Non,Non,Non,3,,Oui,Non,4,,2,,Féminin,18 - 25 ans,Étudiant·e,Paris,
2022/01/27 7:27:17 PM UTC+1,2 à 3 fois par semaine,Le soir (après 19h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour);Bus, car (nuit)",Moins de 30 minutes,3,Le soir (après 19h30),"Oui, une seule fois","Non, jamais",,,Oui,Oui,5,"Quand j'ai appelé (car témoin d'une agression) on m'a répondu instantanément. L'agresseur s'est ensuite tourné vers moi et m'a insulté, jusqu'à ce que je raccroche (car prise en charge par un autre témoin). On m'a alors rappelé instantanément pour me demander si c'était OK, si j'avais besoin d'une intervention de la police, puis après coup si je voulais porter plainte. Donc réactif et efficace ! ",Non,,3,Trop peu connu ? ,1,"Agresseur = inhumain, les agresseurs potentiels de la vie de tous les jours sont parfaitement normaux et parfois même pas conscients d'agresser, et ne se sentent donc pas concernés ",Féminin,18 - 25 ans,Étudiant·e,Paris ,
2022/01/27 7:27:56 PM UTC+1,Tous les jours,Tôt le matin (5h - 7h30),Déplacements scolaires/professionnels,"Bus, car (jour);Bus, car (nuit)",Entre 1 heure et 2 heures,5,Le soir (après 19h30),"Oui, une seule fois","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,3,L’agent ne pourra pas forcément résoudre la situation,Non,Non,4,C’est un moyen efficace pour éviter de se faire suivre dans la rue de se faire suivre et auquel cas d’arriver plus vite chez soi,4,"Cette campagne est choquante(donc marquante) et va droit au but, on comprend de suite de quoi il est question",Féminin,Moins de 18 ans,Étudiant·e,Bourges,
2022/01/27 7:37:33 PM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour)",Entre 1 heure et 2 heures,2,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, une seule fois","Non, jamais",,Non,Non,Non,1,Car pas connu ,Non,Non,1,Car pas connu,1,L'argent pourrait être utilisé à meilleur escient ,Masculin,18 - 25 ans,Professions intermédiaires (cadres moyens),Paris,
2022/01/27 7:39:37 PM UTC+1,Quasiment jamais,Le soir (après 19h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV)",Moins de 30 minutes,4,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Modification du style vestimentaire;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,,3,,Oui,Non,3,,2,,Féminin,18 - 25 ans,Étudiant·e,paris,
2022/01/27 8:22:18 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Bus, car (jour);Bus, car (nuit)",Moins de 30 minutes,3,Le soir (après 19h30),"Oui, une seule fois","Non, jamais","Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,3,,Non,Non,4,Encore faudrait il qu'il soit effectif ,2,"On n'arrête pas des criminels avec des affiches. En revanche, cela permet de sensibiliser les témoins, et les incite à intervenir et à ouvrir les yeux. ",Féminin,18 - 25 ans,Étudiant·e,Paris,
2022/01/27 8:53:23 PM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 30 minutes et 1 heure,8,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30)","Non, jamais","Non, jamais",,,Oui,Non,3,,Non,Non,4,,4,,Masculin,18 - 25 ans,Étudiant·e,Paris,
2022/01/27 9:03:40 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Trains longue distance (intercités, TGV);Bus, car (jour);Bus, car (nuit)",Moins de 30 minutes,3,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, fréquemment","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,2,Le dispositif paraît lent et un agent SNCF ne peut pas (à ma connaissance) punir ce type de comportement.,Non,,2,"Le reste du trajet, la victime reste à ""disposition"" de l'agresseur ?",3,"Bien qu'il ne soit pas fait état de sanctions, la présence de ce type d'affichage peut prévenir dans certains cas",Masculin,18 - 25 ans,Étudiant·e,Tours,
2022/01/27 9:13:24 PM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour);Bus, car (nuit)",Entre 30 minutes et 1 heure,4,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",,Non,Non,,1,,Non,Non,3,,2,,Féminin,Moins de 18 ans,Étudiant·e,lorient,
2022/01/27 9:49:48 PM UTC+1,Tous les jours,Tôt le matin (5h - 7h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways",Entre 30 minutes et 1 heure,5,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Oui et je n'ai pas porté plainte,Oui,Non,3,un dispositif n'est pas suffisant,Oui,Non,5,"le dispositif est sur place, rapide, efficace ",2,peu de gens connaissent cette campagne,Je ne me reconnais pas dans ces catégories,46 - 55 ans,Cadres et professions intellectuelles supérieures,Vitry sur Seine,
2022/01/27 9:53:25 PM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Trains longue distance (intercités, TGV);Bus, car (jour);Bus, car (nuit)",Moins de 30 minutes;Entre 30 minutes et 1 heure,3,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,2,C'est un moyen de réaction et non de prévention + j'attends des preuves concrètes de sa mise en action (que se passe-t-il quand on appelle ? Les agents qui répondent sont-ils formés à ces problématiques ? Ne sont-ils pas susceptibles (comme c'est le cas de nombreux policiers dans une situation similaire) susceptible de minimiser ce qu'il vient de se passer ? Sous quel délais interviennent-ils ? ,Oui,Non,2,"L'arrêt à la demande n'empêche pas qu'un éventuel harceler descende en même temps que nous. Il peut être rassurant afin de minimiser la peur qui peut exister quant au trajet arrêt de bus-domicile, mais n'est donc pas une solution contre le harcèlement au sein même des transports. ",1,"La représentation des harceleurs sous forme de loups est particulièrement inefficace et nuit au message : les harceleurs sexuels ne sont pas des monstres ou des animaux, mais, du fait du caractère systémique du sexisme, des hommes ordinaires que nous connaissons tous. Cette campagne déresponsabilise les hommes en les empêchant de s'interroger sur leur propre place dans ce système : les harceleurs potentiels, ce sont des animaux, donc ça ne peut pas être eux, n'est-ce pas ? Alors, à qui s'adresse cette campagne, puisqu'elle ne s'adresse pas aux hommes ? Aux victimes, sans doute, mais quelle est alors l'utilité de cette campagne ? ",Féminin,18 - 25 ans,Étudiant·e,Paris,
2022/01/27 10:17:57 PM UTC+1,Tous les jours,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour)",Entre 1 heure et 2 heures,4,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,2,"J'ignore comment ils agissent car je ne l'ai jamais utilisée, mais j'imagine qu'il doit y avoir un ensemble de freins rendant peu opérant le dispositif (et je ne connais personne dans mon entourage l'ayant utilisé)",Non,,3,Je ne connais pas,1,"En plus d'avoir une imagerie raciste, ça reprend l'image classique des pointeurs comme déviants, alors que le problème réside dans la masculinité même et dans l'ordinaire des interactions sexuées",Féminin,18 - 25 ans,Cadres et professions intellectuelles supérieures,Maison-Alfort,
2022/01/27 11:16:43 PM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV);Bus, car (jour)",Entre 30 minutes et 1 heure,4,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, une seule fois",Favorisation de l'usage des transports en groupe,Non,Oui,Non,2,"sans avoir utilisé le service (donc mon avis est de la simple présomption), je ne sais pas si je vais vraiment avoir une réponse rapide (et une action rapide aussi): je préférerais avoir de l'aide de la part des personnes qui sont présentes dans la rame par exemple",Non,,1,"l'idée semble être alléchante. les noctiliens ont très peu d'arrêts et on peut devoir marcher beaucoup avant d'arriver à notre logement. toutefois, cela dépend trop de la volonté du chauffeur. il peut sans problèmes refuser et le système tombe à l'eau (si j'ai bien compris comment cela fonctionne!)",3,"elle permet de faire comprendre ce que l'on peut ressentir en tant que victimes, mais je ne sais pas si elle est efficace pour lutter contre le harcèlement! ",Féminin,18 - 25 ans,Étudiant·e,Paris,
2022/01/27 11:49:05 PM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 30 minutes et 1 heure,7,Heures creuses (9h30 - 16h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,2,,Non,,1,,2,,Féminin,18 - 25 ans,Étudiant·e,Paris,
2022/01/28 1:21:04 AM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour)",Entre 30 minutes et 1 heure,1,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30)","Oui, une seule fois","Non, jamais",,,Non,Non,1,,Non,Non,2,,4,,Masculin,18 - 25 ans,Étudiant·e,Paris,
2022/01/28 1:27:39 AM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 1 heure et 2 heures,3,Le soir (après 19h30),"Non, jamais","Non, jamais",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,2,,Oui,Non,4,,4,,Masculin,18 - 25 ans,Étudiant·e,Paris,
2022/01/28 6:06:21 AM UTC+1,2 à 3 fois par mois,Tôt le matin (5h - 7h30);Le soir (après 19h30),Déplacements scolaires/professionnels,"Bus, car (jour);Bus, car (nuit)",Entre 30 minutes et 1 heure,1,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Non, jamais","Non, jamais",,,Non,,,,Non,,,,2,Les témoins ne donnent jamais l'alerte et les victimes ont trop peur pour le faire ,Masculin,18 - 25 ans,Employé·es et personnel de service,Aix en Provence,
2022/01/28 9:15:57 AM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 30 minutes et 1 heure;Entre 1 heure et 2 heures,9,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe,Non,Oui,Non,1,Autant appeler le 17 / le numéro d’aide n’apporte pas de solution immédiate ,Oui,Non,3,Il faut que le conducteur du bus soit coopératif + qu’un endroit de repli soit trouvé rapidement + l’arrêt à la demande est en réaction à du harcèlement il ne le prévient pas ,1,Ce sont des hommes qui agressent pas des animaux sauvages ,Féminin,18 - 25 ans,Étudiant·e,Marly le roi ,
2022/01/28 9:43:15 AM UTC+1,Quasiment jamais,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Trains longue distance (intercités, TGV);Bus, car (jour)",Moins de 30 minutes,4,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,,4,permet de savoir comment réagir,Non,,4,pour éviter les déplacement à pied seule dans la rue,5,image choc,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Bourges,
2022/01/28 9:51:57 AM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Plus de 2 heures,8,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, fréquemment","Oui, fréquemment",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Favorisation de l'usage des transports en groupe,Oui et je n'ai pas porté plainte,Oui,Non,1,"Selon de nombreux témoignages, les réponses se font attendre beaucoup trop longtemps pour être d’une aide réelle. De plus, la victime n’a pas forcément le temps ou la possibilité de composer le numéro, et les témoins réagissent extrêmement rarement. Enfin, c’est un outil qui arrive trop tard dans la chaîne des violences selon moi : il s’agirait d’éviter de mettre qui que ce soit dans une telle situation à la base.",Oui,Non,3,"Quand l’agresseur se trouve dans le bus avec nous, on n’a pas forcément envie de lui montrer où nous habitons… mais c’est quand même une belle initiative qui aide dans la plupart des cas je pense.",3,"Les hommes ne sont pas des loups, les changer en bêtes ne fait que les déculpabiliser et simplifier outrageusement le problème pour les victimes. ",Féminin,18 - 25 ans,Étudiant·e,Noisy-Le-Sec,
2022/01/28 10:15:43 AM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour);Bus, car (nuit)",Entre 30 minutes et 1 heure;Entre 1 heure et 2 heures,4,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Oui et j'ai porté plainte,Oui,Non,2,"Cela peut l'être dans certaines situations, mais dans d'autre, il suffirait simplement que ceux qui voit ce phénomène fasse quelque chose d'autre que baisser les yeux. Par exemple dans un train, le temps qu'une aide arrive, une femme peut avoir été harcelé.
Cela peut quand même être utile dans d'autres cas, comme une insécurité à la vue d'une arme ou autre. ",Oui,Non,2,"La plupart du temps, le chauffeur peut déposer une personne mais laisse aussi descendre ceux le souhaitant. Donc Si le stalker veut suivre sa victime, c'est encore plus simple de le faire au plus vite. ",2,"Il faut simplement que la population ""spectateur"" se bouge et réagisse au lieu de simplement faire comme s'il n'y avait rien. ",Masculin,18 - 25 ans,Étudiant·e,Marseille,
2022/01/28 11:18:30 AM UTC+1,2 à 3 fois par mois,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways",Moins de 30 minutes,6,Le soir (après 19h30),"Oui, fréquemment","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,,3,,Non,,3,"Les bus nocturnes sont à mon sens beaucoup moins concernés par le harcèlement sexuel/sexiste du fait de la présence au volant des conducteurs.rices qui peuvent interdire l’accès ou révoquer la présence des individus présentant un comportement perturbateur, au contraire des métros/RER où le petit d’agents le soir/la nuit n’est pas aussi « bridant ».",4,"L’affiche donne certes les informations nécessaires pour réagir face à un harcèlement sexuel/sexiste, mais elle donne une image stéréotypée des victimes de ce type de comportement. Il s’agit d’une violence de genre qui se passe souvent d’une raison « vestimentaire » comme ce qui est suggéré par l’affiche. ",Féminin,18 - 25 ans,Étudiant·e,Paris,
2022/01/28 11:54:25 AM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (nuit)",Entre 1 heure et 2 heures,6,Le soir (après 19h30),"Non, jamais","Non, jamais",,,Non,,3,,Non,,5,,3,,Féminin,18 - 25 ans,Étudiant·e,Montreuil,
